arrest,beat,block,community_area,description,district,domestic,fbi_code,iucr,location_description,location_type,primary_type,ward,year
,2424,0000X S FOOD COURT ST,,SOLICIT ON PUBLIC WAY,,,,1840,,,,,
,2431,0000X S FRANKLIN ST,,STOLEN PROP: BUY/RECEIVE/POS.,,,,1850,,,,,
,2432,0000X S GREEN ST,,STRONGARM - NO WEAPON,,,,1860,,,,,
,2433,0000X S HALSTED ST,,TAMPER WITH MOTOR VEHICLE,,,,1900,,,,,
,2511,0000X S HAMLIN BLVD,,TELEPHONE THREAT,,,,2010,,,,,
,2512,0000X S HOMAN AVE,,"THEFT BY LESSEE,MOTOR VEH",,,,2011,,,,,
,2513,0000X S HOYNE AVE,,"THEFT BY LESSEE,NON-VEH",,,,2012,,,,,
,2514,0000X S JEFFERSON ST,,THEFT OF LABOR/SERVICES,,,,2013,,,,,
,2515,0000X S KEDZIE AVE,,THEFT OF LOST/MISLAID PROP,,,,2014,,,,,
,2521,0000X S KEELER AVE,,THEFT RETAIL,,,,2015,,,,,
,2522,0000X S KENTON AVE,,THEFT/RECOVERY: AUTOMOBILE,,,,2016,,,,,
,2523,0000X S KILBOURN AVE,,"THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN",,,,2017,,,,,
,2524,0000X S KILDARE AVE,,"THEFT/RECOVERY: TRUCK,BUS,MHOME",,,,2018,,,,,
,2525,0000X S KILPATRICK AVE,,TO AIRPORT,,,,2019,,,,,
,2531,0000X S KOSTNER AVE,,TO CITY OF CHICAGO PROPERTY,,,,2020,,,,,
,2532,0000X S LA SALLE ST,,TO FIRE FIGHT.APP.EQUIP,,,,2021,,,,,
,2533,0000X S LAFLIN ST,,TO LAND,,,,2022,,,,,
,2534,0000X S LARAMIE AVE,,TO PROPERTY,,,,2023,,,,,
,2535,0000X S LAVERGNE AVE,,TO RESIDENCE,,,,2024,,,,,
,3100,0000X S LEAMINGTON AVE,,TO STATE SUP LAND,,,,2025,,,,,
,3100,0000X S LEAVITT ST,,TO STATE SUP PROP,,,,2026,,,,,
,,0000X S LOCKWOOD AVE,,TO VEHICLE,,,,2027,,,,,
,,0000X S LOOMIS ST,,"TRUCK, BUS, MOTOR HOME",,,,2028,,,,,
,,0000X S LOTUS AVE,,UNAUTHORIZED VIDEOTAPING,,,,2029,,,,,
,,0000X S LOWER WACKER DR,,UNLAWFUL ENTRY,,,,2030,,,,,
,,0000X S MASON AVE,,UNLAWFUL INTERFERE/VISITATION,,,,2031,,,,,
,,0000X S MAYFIELD AVE,,UNLAWFUL POSS AMMUNITION,,,,2032,,,,,
,,0000X S MENARD AVE,,UNLAWFUL POSS OF HANDGUN,,,,2033,,,,,
,,0000X S MICHIGAN AVE,,UNLAWFUL POSS OTHER FIREARM,,,,2034,,,,,
,,0000X S MIDWAY AIRFIELD ST,,UNLAWFUL RESTRAINT,,,,2040,,,,,
,,0000X S MIDWAY ST,,UNLAWFUL SALE HANDGUN,,,,2050,,,,,
,,0000X S MORGAN ST,,UNLAWFUL SALE/DELIVERY OF FIREARM AT SCHOOL,,,,2060,,,,,
,,0000X S Michigan Ave,,UNLAWFUL USE HANDGUN,,,,2070,,,,,
,,0000X S OAKLEY BLVD,,UNLAWFUL USE OF A COMPUTER,,,,2080,,,,,
,,0000X S PARKING LOT MIDWAY ST,,UNLAWFUL USE OF RECORDED SOUND,,,,2090,,,,,
,,0000X S PARKSIDE AVE,,UNLAWFUL USE OTHER DANG WEAPON,,,,2091,,,,,
,,0000X S PAULINA ST,,UNLAWFUL USE OTHER FIREARM,,,,2092,,,,,
,,0000X S PEORIA ST,,UNLAWFUL USE/SALE AIR RIFLE,,,,2093,,,,,
,,0000X S PULASKI RD,,VEHICLE TITLE/REG OFFENSE,,,,2094,,,,,
,,0000X S RACINE AVE,,VEHICULAR HIJACKING,,,,2095,,,,,
,,0000X S RIVERSIDE PLZ,,VIO BAIL BOND: DOM VIOLENCE,,,,2110,,,,,
,,0000X S ROCKWELL ST,,VIOLATE ORDER OF PROTECTION,,,,2111,,,,,
,,0000X S SPAULDING AVE,,VIOLATION GPS MONITORING DEVICE,,,,2120,,,,,
,,0000X S SPRINGFIELD AVE,,VIOLATION OF CIVIL NO CONTACT ORDER,,,,2160,,,,,
,,0000X S ST LOUIS AVE,,VIOLATION OF SMOKING BAN,,,,2170,,,,,
,,0000X S STATE ST,,VIOLATION OF STALKING NO CONTACT ORDER,,,,2210,,,,,
,,0000X S THROOP ST,,VIOLENT OFFENDER: ANNUAL REGISTRATION,,,,2220,,,,,
,,0000X S WABASH AVE,,VIOLENT OFFENDER: DUTY TO REGISTER,,,,2230,,,,,
,,0000X S WACKER DR,,VIOLENT OFFENDER: FAIL TO REGISTER NEW ADDRESS,,,,2240,,,,,
,,0000X S WALLER AVE,,,,,,2250,,,,,
,,0000X S WASHTENAW AVE,,,,,,2251,,,,,
,,0000X S WELLS ST,,,,,,2500,,,,,
,,0000X S WESTERN AVE,,,,,,2820,,,,,
,,0000X S WHIPPLE ST,,,,,,2825,,,,,
,,0000X S halsted st,,,,,,2826,,,,,
,,0000X W 101ST ST,,,,,,2830,,,,,
,,0000X W 102ND ST,,,,,,2840,,,,,
,,0000X W 103RD PL,,,,,,2850,,,,,
,,0000X W 103RD ST,,,,,,2851,,,,,
,,0000X W 104TH PL,,,,,,2860,,,,,
,,0000X W 104TH ST,,,,,,2870,,,,,
,,0000X W 105TH ST,,,,,,2890,,,,,
,,0000X W 107TH ST,,,,,,2895,,,,,
,,0000X W 108TH PL,,,,,,2900,,,,,
,,0000X W 108TH ST,,,,,,3000,,,,,
,,0000X W 109TH PL,,,,,,3100,,,,,
,,0000X W 109TH ST,,,,,,3200,,,,,
,,0000X W 110TH PL,,,,,,3300,,,,,
,,0000X W 110TH ST,,,,,,3400,,,,,
,,0000X W 111TH PL,,,,,,3610,,,,,
,,0000X W 111TH ST,,,,,,3710,,,,,
,,0000X W 112TH PL,,,,,,3720,,,,,
,,0000X W 112TH ST,,,,,,3730,,,,,
,,0000X W 113TH PL,,,,,,3731,,,,,
,,0000X W 113TH ST,,,,,,3740,,,,,
,,0000X W 114TH PL,,,,,,3750,,,,,
,,0000X W 114TH ST,,,,,,3751,,,,,
,,0000X W 115TH ST,,,,,,3760,,,,,
,,0000X W 116TH ST,,,,,,3770,,,,,
,,0000X W 118TH ST,,,,,,3800,,,,,
,,0000X W 119TH ST,,,,,,3910,,,,,
,,0000X W 120TH ST,,,,,,3920,,,,,
,,0000X W 123RD ST,,,,,,3960,,,,,
,,0000X W 124TH ST,,,,,,3966,,,,,
,,0000X W 125TH PL,,,,,,3970,,,,,
,,0000X W 14TH ST,,,,,,3975,,,,,
,,0000X W 15TH ST,,,,,,3980,,,,,
,,0000X W 16TH ST,,,,,,4210,,,,,
,,0000X W 17TH ST,,,,,,4220,,,,,
,,0000X W 25TH ST,,,,,,4230,,,,,
,,0000X W 26TH ST,,,,,,4240,,,,,
,,0000X W 27TH ST,,,,,,4255,,,,,
,,0000X W 30TH ST,,,,,,4310,,,,,
,,0000X W 31ST ST,,,,,,4386,,,,,
,,0000X W 33RD ST,,,,,,4387,,,,,
,,0000X W 35TH PL,,,,,,4388,,,,,
,,0000X W 35TH ST,,,,,,4389,,,,,
,,0000X W 36TH ST,,,,,,4410,,,,,
,,0000X W 37TH ST,,,,,,4420,,,,,
,,0000X W 40TH PL,,,,,,4510,,,,,
,,0000X W 43RD PL,,,,,,4625,,,,,
,,0000X W 43RD ST,,,,,,4650,,,,,
,,0000X W 44TH ST,,,,,,4651,,,,,
,,0000X W 45TH ST,,,,,,4652,,,,,
,,0000X W 47TH ST,,,,,,4740,,,,,
,,0000X W 51ST ST,,,,,,4750,,,,,
,,0000X W 59TH ST,,,,,,4800,,,,,
,,0000X W 60TH ST,,,,,,4810,,,,,
,,0000X W 63RD ST,,,,,,4860,,,,,
,,0000X W 68TH ST,,,,,,5000,,,,,
,,0000X W 69TH ST,,,,,,5001,,,,,
,,0000X W 70TH ST,,,,,,5002,,,,,
,,0000X W 71ST ST,,,,,,5003,,,,,
,,0000X W 72ND ST,,,,,,5004,,,,,
,,0000X W 73RD ST,,,,,,5007,,,,,
,,0000X W 75TH ST,,,,,,5009,,,,,
,,0000X W 76TH ST,,,,,,5011,,,,,
,,0000X W 77TH ST,,,,,,5110,,,,,
,,0000X W 78TH PL,,,,,,5111,,,,,
,,0000X W 78TH ST,,,,,,5112,,,,,
,,0000X W 79TH ST,,,,,,5120,,,,,
,,0000X W 80TH ST,,,,,,5121,,,,,
,,0000X W 81ST ST,,,,,,5122,,,,,
,,0000X W 83RD ST,,,,,,5130,,,,,
,,0000X W 87TH ST,,,,,,5131,,,,,
,,0000X W 91ST ST,,,,,,5132,,,,,
,,0000X W 94TH ST,,,,,,031A,,,,,
,,0000X W 95TH ST,,,,,,031B,,,,,
,,0000X W ADAMS ST,,,,,,033A,,,,,
,,0000X W B10 ST,,,,,,033B,,,,,
,,0000X W B14 ST,,,,,,041A,,,,,
,,0000X W B18 ST,,,,,,041B,,,,,
,,0000X W B2 ST,,,,,,051A,,,,,
,,0000X W B22 ST,,,,,,051B,,,,,
,,0000X W B4 ST,,,,,,141A,,,,,
,,0000X W B5 ST,,,,,,141B,,,,,
,,0000X W B6 ST,,,,,,141C,,,,,
,,0000X W B9 ST,,,,,,142A,,,,,
,,0000X W BRAYTON ST,,,,,,142B,,,,,
,,0000X W BURTON PL,,,,,,143A,,,,,
,,0000X W C10 ST,,,,,,143B,,,,,
,,0000X W C11 ST,,,,,,143C,,,,,
,,0000X W C12 ST,,,,,,500E,,,,,
,,0000X W C17 ST,,,,,,500N,,,,,
,,0000X W C20 ST,,,,,,501A,,,,,
,,0000X W C21 ST,,,,,,501H,,,,,
,,0000X W C25 ST,,,,,,502P,,,,,
,,0000X W C29 ST,,,,,,502R,,,,,
,,0000X W C4 ST,,,,,,502T,,,,,
,,0000X W C8 ST,,,,,,,,,,,
,,0000X W C9 ST,,,,,,,,,,,
,,0000X W CERMAK RD,,,,,,,,,,,
,,0000X W CHECKPOINT 10 ST,,,,,,,,,,,
,,0000X W CHECKPOINT 4 ST,,,,,,,,,,,
,,0000X W CHECKPOINT 5 ST,,,,,,,,,,,
,,0000X W CHECKPOINT 6 ST,,,,,,,,,,,
,,0000X W CHECKPOINT 7 ST,,,,,,,,,,,
,,0000X W CHECKPOINT 7A ST,,,,,,,,,,,
,,0000X W CHECKPOINT 8 ST,,,,,,,,,,,
,,0000X W CHECKPOINT 9 ST,,,,,,,,,,,
,,0000X W CHESTNUT ST,,,,,,,,,,,
,,0000X W CHICAGO AVE,,,,,,,,,,,
,,0000X W CONCOURSE H ST,,,,,,,,,,,
,,0000X W CONGRESS PKWY,,,,,,,,,,,
,,0000X W CTA 69TH ST LN,,,,,,,,,,,
,,0000X W CTA 95TH ST LN,,,,,,,,,,,
,,0000X W CTA OHARE PLATFORM ST,,,,,,,,,,,
,,0000X W CULLERTON ST,,,,,,,,,,,
,,0000X W DELAWARE PL,,,,,,,,,,,
,,0000X W DIVISION ST,,,,,,,,,,,
,,0000X W DOOR G ST,,,,,,,,,,,
,,0000X W Division St,,,,,,,,,,,
,,0000X W E8 ST,,,,,,,,,,,
,,0000X W ELM ST,,,,,,,,,,,
,,0000X W ERIE ST,,,,,,,,,,,
,,0000X W G11 ST,,,,,,,,,,,
,,0000X W G13 ST,,,,,,,,,,,
,,0000X W G1A ST,,,,,,,,,,,
,,0000X W G7 ST,,,,,,,,,,,
,,0000X W GARFIELD BLVD,,,,,,,,,,,
,,0000X W GOETHE ST,,,,,,,,,,,
,,0000X W GRAND AVE,,,,,,,,,,,
,,0000X W H1 ST,,,,,,,,,,,
,,0000X W H14 ST,,,,,,,,,,,
,,0000X W H2 ST,,,,,,,,,,,
,,0000X W HARRISON ST,,,,,,,,,,,
,,0000X W HUBBARD ST,,,,,,,,,,,
,,0000X W HURON ST,,,,,,,,,,,
,,0000X W Hubbard St,,,,,,,,,,,
,,0000X W ILLINOIS ST,,,,,,,,,,,
,,0000X W JACKSON BLVD,,,,,,,,,,,
,,0000X W K1 ST,,,,,,,,,,,
,,0000X W K15 ST,,,,,,,,,,,
,,0000X W K16 ST,,,,,,,,,,,
,,0000X W K19 ST,,,,,,,,,,,
,,0000X W K20 ST,,,,,,,,,,,
,,0000X W K3 ST,,,,,,,,,,,
,,0000X W K5 ST,,,,,,,,,,,
,,0000X W KINZIE ST,,,,,,,,,,,
,,0000X W L10 ST,,,,,,,,,,,
,,0000X W L4 ST,,,,,,,,,,,
,,0000X W L7 ST,,,,,,,,,,,
,,0000X W L9 ST,,,,,,,,,,,
,,0000X W LAKE ST,,,,,,,,,,,
,,0000X W LOWER WACKER DR,,,,,,,,,,,
,,0000X W M11 ST,,,,,,,,,,,
,,0000X W M16 ST,,,,,,,,,,,
,,0000X W M2 ST,,,,,,,,,,,
,,0000X W M3 ST,,,,,,,,,,,
,,0000X W M8 ST,,,,,,,,,,,
,,0000X W MADISON ST,,,,,,,,,,,
,,0000X W MAPLE ST,,,,,,,,,,,
,,0000X W MARQUETTE RD,,,,,,,,,,,
,,0000X W MONROE ST,,,,,,,,,,,
,,0000X W Madison St,,,,,,,,,,,
,,0000X W OAK ST,,,,,,,,,,,
,,0000X W OHARE ST,,,,,,,,,,,
,,0000X W OHIO ST,,,,,,,,,,,
,,0000X W ONTARIO ST,,,,,,,,,,,
,,0000X W PARKING LOT A ST,,,,,,,,,,,
,,0000X W PARKING LOT C ST,,,,,,,,,,,
,,0000X W PARKING LOT D ST,,,,,,,,,,,
,,0000X W PARKING LOT E ST,,,,,,,,,,,
,,0000X W PARKING LOT G ST,,,,,,,,,,,
,,0000X W PERSHING RD,,,,,,,,,,,
,,0000X W POLK ST,,,,,,,,,,,
,,0000X W RANDOLPH ST,,,,,,,,,,,
,,0000X W ROOSEVELT RD,,,,,,,,,,,
,,0000X W ROOT ST,,,,,,,,,,,
,,0000X W RWY 10L,,,,,,,,,,,
,,0000X W RWY 27R,,,,,,,,,,,
,,0000X W RWY 28R,,,,,,,,,,,
,,0000X W SCHILLER ST,,,,,,,,,,,
,,0000X W SUPERIOR ST,,,,,,,,,,,
,,0000X W TERMINAL ST,,,,,,,,,,,
,,0000X W VAN BUREN ST,,,,,,,,,,,
,,0000X W WACKER DR,,,,,,,,,,,
,,0000X W WALTON ST,,,,,,,,,,,
,,0000X W WASHINGTON ST,,,,,,,,,,,
,,000XX E 57TH ST,,,,,,,,,,,
,,000XX N KEELER AVE,,,,,,,,,,,
,,000XX N KILBOURN AVE,,,,,,,,,,,
,,000XX N LECLAIRE AVE,,,,,,,,,,,
,,000XX N LOREL AVE,,,,,,,,,,,
,,000XX S LEAMINGTON AVE,,,,,,,,,,,
,,000XX S MICHIGAN AVE,,,,,,,,,,,
,,000XX S PULASKI RD,,,,,,,,,,,
,,000XX S SPRINGFIELD AVE,,,,,,,,,,,
,,000XX W 111TH ST,,,,,,,,,,,
,,000XX W 76TH ST,,,,,,,,,,,
,,000XX W GARFIELD BLVD,,,,,,,,,,,
,,001XX E 100TH ST,,,,,,,,,,,
,,001XX E 103RD PL,,,,,,,,,,,
,,001XX E 103RD ST,,,,,,,,,,,
,,001XX E 104TH PL,,,,,,,,,,,
,,001XX E 104TH ST,,,,,,,,,,,
,,001XX E 105TH ST,,,,,,,,,,,
,,001XX E 107TH ST,,,,,,,,,,,
,,001XX E 110TH ST,,,,,,,,,,,
,,001XX E 111TH ST,,,,,,,,,,,
,,001XX E 112TH ST,,,,,,,,,,,
,,001XX E 113TH ST,,,,,,,,,,,
,,001XX E 114TH PL,,,,,,,,,,,
,,001XX E 115TH ST,,,,,,,,,,,
,,001XX E 116TH ST,,,,,,,,,,,
,,001XX E 117TH PL,,,,,,,,,,,
,,001XX E 117TH ST,,,,,,,,,,,
,,001XX E 118TH PL,,,,,,,,,,,
,,001XX E 118TH ST,,,,,,,,,,,
,,001XX E 119TH PL,,,,,,,,,,,
,,001XX E 119TH ST,,,,,,,,,,,
,,001XX E 11TH PL,,,,,,,,,,,
,,001XX E 120TH PL,,,,,,,,,,,
,,001XX E 120TH ST,,,,,,,,,,,
,,001XX E 121ST PL,,,,,,,,,,,
,,001XX E 122ND PL,,,,,,,,,,,
,,001XX E 122ND ST,,,,,,,,,,,
,,001XX E 123RD ST,,,,,,,,,,,
,,001XX E 130TH ST,,,,,,,,,,,
,,001XX E 133RD ST,,,,,,,,,,,
,,001XX E 13TH ST,,,,,,,,,,,
,,001XX E 14TH ST,,,,,,,,,,,
,,001XX E 16TH ST,,,,,,,,,,,
,,001XX E 18TH ST,,,,,,,,,,,
,,001XX E 21ST ST,,,,,,,,,,,
,,001XX E 23RD ST,,,,,,,,,,,
,,001XX E 26TH ST,,,,,,,,,,,
,,001XX E 31ST ST,,,,,,,,,,,
,,001XX E 32ND ST,,,,,,,,,,,
,,001XX E 34TH ST,,,,,,,,,,,
,,001XX E 35TH ST,,,,,,,,,,,
,,001XX E 36TH ST,,,,,,,,,,,
,,001XX E 37TH PL,,,,,,,,,,,
,,001XX E 37TH ST,,,,,,,,,,,
,,001XX E 40TH ST,,,,,,,,,,,
,,001XX E 42ND ST,,,,,,,,,,,
,,001XX E 43RD ST,,,,,,,,,,,
,,001XX E 44TH ST,,,,,,,,,,,
,,001XX E 45TH ST,,,,,,,,,,,
,,001XX E 46TH ST,,,,,,,,,,,
,,001XX E 47TH ST,,,,,,,,,,,
,,001XX E 48TH ST,,,,,,,,,,,
,,001XX E 49TH ST,,,,,,,,,,,
,,001XX E 50TH ST,,,,,,,,,,,
,,001XX E 51ST ST,,,,,,,,,,,
,,001XX E 53RD ST,,,,,,,,,,,
,,001XX E 56TH ST,,,,,,,,,,,
,,001XX E 57TH ST,,,,,,,,,,,
,,001XX E 58TH ST,,,,,,,,,,,
,,001XX E 59TH ST,,,,,,,,,,,
,,001XX E 60TH ST,,,,,,,,,,,
,,001XX E 61ST ST,,,,,,,,,,,
,,001XX E 63RD ST,,,,,,,,,,,
,,001XX E 68TH ST,,,,,,,,,,,
,,001XX E 69TH ST,,,,,,,,,,,
,,001XX E 70TH ST,,,,,,,,,,,
,,001XX E 71ST ST,,,,,,,,,,,
,,001XX E 72ND ST,,,,,,,,,,,
,,001XX E 74TH ST,,,,,,,,,,,
,,001XX E 75TH ST,,,,,,,,,,,
,,001XX E 79TH ST,,,,,,,,,,,
,,001XX E 83RD ST,,,,,,,,,,,
,,001XX E 87TH ST,,,,,,,,,,,
,,001XX E 89TH PL,,,,,,,,,,,
,,001XX E 93RD ST,,,,,,,,,,,
,,001XX E 94TH ST,,,,,,,,,,,
,,001XX E 95TH ST,,,,,,,,,,,
,,001XX E 99TH PL,,,,,,,,,,,
,,001XX E BELLEVUE PL,,,,,,,,,,,
,,001XX E CERMAK RD,,,,,,,,,,,
,,001XX E CHESTNUT ST,,,,,,,,,,,
,,001XX E CHICAGO AVE,,,,,,,,,,,
,,001XX E CONGRESS DR,,,,,,,,,,,
,,001XX E DELAWARE PL,,,,,,,,,,,
,,001XX E ERIE ST,,,,,,,,,,,
,,001XX E GARFIELD BLVD,,,,,,,,,,,
,,001XX E GRAND AVE,,,,,,,,,,,
,,001XX E HURON ST,,,,,,,,,,,
,,001XX E ILLINOIS ST,,,,,,,,,,,
,,001XX E JACKSON DR,,,,,,,,,,,
,,001XX E KENSINGTON AVE,,,,,,,,,,,
,,001XX E LAKE SHORE DR,,,,,,,,,,,
,,001XX E LAKE ST,,,,,,,,,,,
,,001XX E LOWER RANDOLPH ST,,,,,,,,,,,
,,001XX E LOWER WACKER DR,,,,,,,,,,,
,,001XX E MARQUETTE RD,,,,,,,,,,,
,,001XX E MONROE DR,,,,,,,,,,,
,,001XX E NORTH WATER ST,,,,,,,,,,,
,,001XX E OAK ST,,,,,,,,,,,
,,001XX E OHIO ST,,,,,,,,,,,
,,001XX E ONTARIO ST,,,,,,,,,,,
,,001XX E PEARSON ST,,,,,,,,,,,
,,001XX E PERSHING RD,,,,,,,,,,,
,,001XX E RANDOLPH ST,,,,,,,,,,,
,,001XX E ROOSEVELT RD,,,,,,,,,,,
,,001XX E SOUTH WATER ST,,,,,,,,,,,
,,001XX E SUPERIOR ST,,,,,,,,,,,
,,001XX E WACKER DR,,,,,,,,,,,
,,001XX E WALTON ST,,,,,,,,,,,
,,001XX N ABERDEEN ST,,,,,,,,,,,
,,001XX N ADA ST,,,,,,,,,,,
,,001XX N ALBANY AVE,,,,,,,,,,,
,,001XX N ASHLAND AVE,,,,,,,,,,,
,,001XX N AUSTIN BLVD,,,,,,,,,,,
,,001XX N BELL AVE,,,,,,,,,,,
,,001XX N BESSIE COLEMAN DR,,,,,,,,,,,
,,001XX N CALIFORNIA AVE,,,,,,,,,,,
,,001XX N CANAL ST,,,,,,,,,,,
,,001XX N CARPENTER ST,,,,,,,,,,,
,,001XX N CENTRAL AVE,,,,,,,,,,,
,,001XX N CENTRAL PARK DR,,,,,,,,,,,
,,001XX N CICERO AVE,,,,,,,,,,,
,,001XX N CLARK ST,,,,,,,,,,,
,,001XX N CLINTON ST,,,,,,,,,,,
,,001XX N CLINTON St,,,,,,,,,,,
,,001XX N COLUMBUS DR,,,,,,,,,,,
,,001XX N DAMEN AVE,,,,,,,,,,,
,,001XX N DEARBORN ST,,,,,,,,,,,
,,001XX N DESPLAINES ST,,,,,,,,,,,
,,001XX N ELIZABETH ST,,,,,,,,,,,
,,001XX N FRANKLIN ST,,,,,,,,,,,
,,001XX N GARLAND CT,,,,,,,,,,,
,,001XX N GREEN ST,,,,,,,,,,,
,,001XX N HALSTED ST,,,,,,,,,,,
,,001XX N HAMLIN BLVD,,,,,,,,,,,
,,001XX N HARBOR DR,,,,,,,,,,,
,,001XX N HERMITAGE AVE,,,,,,,,,,,
,,001XX N HOMAN BLVD,,,,,,,,,,,
,,001XX N HOYNE AVE,,,,,,,,,,,
,,001XX N JEFFERSON ST,,,,,,,,,,,
,,001XX N KARLOV AVE,,,,,,,,,,,
,,001XX N KEDZIE AVE,,,,,,,,,,,
,,001XX N KEELER AVE,,,,,,,,,,,
,,001XX N KENTON AVE,,,,,,,,,,,
,,001XX N KEYSTONE AVE,,,,,,,,,,,
,,001XX N KILBOURN AVE,,,,,,,,,,,
,,001XX N KILDARE AVE,,,,,,,,,,,
,,001XX N KILPATRICK AVE,,,,,,,,,,,
,,001XX N KOSTNER AVE,,,,,,,,,,,
,,001XX N LA CROSSE AVE,,,,,,,,,,,
,,001XX N LA SALLE ST,,,,,,,,,,,
,,001XX N LAKE SHORE DR NB,,,,,,,,,,,
,,001XX N LAMON AVE,,,,,,,,,,,
,,001XX N LAPORTE AVE,,,,,,,,,,,
,,001XX N LARAMIE AVE,,,,,,,,,,,
,,001XX N LATROBE AVE,,,,,,,,,,,
,,001XX N LAVERGNE AVE,,,,,,,,,,,
,,001XX N LEAMINGTON AVE,,,,,,,,,,,
,,001XX N LEAVITT ST,,,,,,,,,,,
,,001XX N LECLAIRE AVE,,,,,,,,,,,
,,001XX N LOCKWOOD AVE,,,,,,,,,,,
,,001XX N LONG AVE,,,,,,,,,,,
,,001XX N LOOMIS ST,,,,,,,,,,,
,,001XX N LOREL AVE,,,,,,,,,,,
,,001XX N LOTUS AVE,,,,,,,,,,,
,,001XX N LOWER WACKER DR,,,,,,,,,,,
,,001XX N MASON AVE,,,,,,,,,,,
,,001XX N MAY ST,,,,,,,,,,,
,,001XX N MAYFIELD AVE,,,,,,,,,,,
,,001XX N MENARD AVE,,,,,,,,,,,
,,001XX N MICHIGAN AVE,,,,,,,,,,,
,,001XX N MORGAN ST,,,,,,,,,,,
,,001XX N MOZART ST,,,,,,,,,,,
,,001XX N OAKLEY BLVD,,,,,,,,,,,
,,001XX N OGDEN AVE,,,,,,,,,,,
,,001XX N PARKSIDE AVE,,,,,,,,,,,
,,001XX N PAULINA ST,,,,,,,,,,,
,,001XX N PEORIA ST,,,,,,,,,,,
,,001XX N PINE AVE,,,,,,,,,,,
,,001XX N PULASKI RD,,,,,,,,,,,
,,001XX N RACINE AVE,,,,,,,,,,,
,,001XX N RIVERSIDE PLZ,,,,,,,,,,,
,,001XX N SACRAMENTO BLVD,,,,,,,,,,,
,,001XX N SANGAMON ST,,,,,,,,,,,
,,001XX N SEELEY AVE,,,,,,,,,,,
,,001XX N STATE ST,,,,,,,,,,,
,,001XX N STETSON AVE,,,,,,,,,,,
,,001XX N State St,,,,,,,,,,,
,,001XX N TALMAN AVE,,,,,,,,,,,
,,001XX N WABASH AVE,,,,,,,,,,,
,,001XX N WACKER DR,,,,,,,,,,,
,,001XX N WALLER AVE,,,,,,,,,,,
,,001XX N WELLS ST,,,,,,,,,,,
,,001XX N WESTERN AVE,,,,,,,,,,,
,,001XX N WILLARD CT,,,,,,,,,,,
,,001XX N WOLCOTT AVE,,,,,,,,,,,
,,001XX N WOOD ST,,,,,,,,,,,
,,001XX N Wells St,,,,,,,,,,,
,,001XX S ABERDEEN ST,,,,,,,,,,,
,,001XX S ALBANY AVE,,,,,,,,,,,
,,001XX S ASHLAND AVE,,,,,,,,,,,
,,001XX S AUSTIN BLVD,,,,,,,,,,,
,,001XX S BELL AVE,,,,,,,,,,,
,,001XX S CALIFORNIA AVE,,,,,,,,,,,
,,001XX S CAMPBELL AVE,,,,,,,,,,,
,,001XX S CANAL ST,,,,,,,,,,,
,,001XX S CENTRAL AVE,,,,,,,,,,,
,,001XX S CENTRAL PARK BLVD,,,,,,,,,,,
,,001XX S CICERO AVE,,,,,,,,,,,
,,001XX S CLARK ST,,,,,,,,,,,
,,001XX S CLINTON ST,,,,,,,,,,,
,,001XX S COLUMBUS DR,,,,,,,,,,,
,,001XX S DAMEN AVE,,,,,,,,,,,
,,001XX S DEARBORN ST,,,,,,,,,,,
,,001XX S DESPLAINES ST,,,,,,,,,,,
,,001XX S FRANCISCO AVE,,,,,,,,,,,
,,001XX S FRANKLIN ST,,,,,,,,,,,
,,001XX S GREEN ST,,,,,,,,,,,
,,001XX S HALSTED ST,,,,,,,,,,,
,,001XX S HAMLIN BLVD,,,,,,,,,,,
,,001XX S HOMAN AVE,,,,,,,,,,,
,,001XX S JEFFERSON ST,,,,,,,,,,,
,,001XX S KARLOV AVE,,,,,,,,,,,
,,001XX S KEDZIE AVE,,,,,,,,,,,
,,001XX S KEELER AVE,,,,,,,,,,,
,,001XX S KENTON AVE,,,,,,,,,,,
,,001XX S KILBOURN AVE,,,,,,,,,,,
,,001XX S KILDARE AVE,,,,,,,,,,,
,,001XX S KILPATRICK AVE,,,,,,,,,,,
,,001XX S KOSTNER AVE,,,,,,,,,,,
,,001XX S LA SALLE ST,,,,,,,,,,,
,,001XX S LAFLIN ST,,,,,,,,,,,
,,001XX S LAKE SHORE DR NB,,,,,,,,,,,
,,001XX S LAKE SHORE DR SB,,,,,,,,,,,
,,001XX S LARAMIE AVE,,,,,,,,,,,
,,001XX S LAVERGNE AVE,,,,,,,,,,,
,,001XX S LEAMINGTON AVE,,,,,,,,,,,
,,001XX S LEAVITT ST,,,,,,,,,,,
,,001XX S LOCKWOOD AVE,,,,,,,,,,,
,,001XX S LOTUS AVE,,,,,,,,,,,
,,001XX S LOWER WACKER DR,,,,,,,,,,,
,,001XX S MAPLEWOOD AVE,,,,,,,,,,,
,,001XX S MASON AVE,,,,,,,,,,,
,,001XX S MAYFIELD AVE,,,,,,,,,,,
,,001XX S MENARD AVE,,,,,,,,,,,
,,001XX S MICHIGAN AVE,,,,,,,,,,,
,,001XX S MORGAN ST,,,,,,,,,,,
,,001XX S Morgan St,,,,,,,,,,,
,,001XX S OAKLEY BLVD,,,,,,,,,,,
,,001XX S PARKSIDE AVE,,,,,,,,,,,
,,001XX S PAULINA ST,,,,,,,,,,,
